stream,sym,side,entry_ts_utc,exit_ts_utc,year,entry_price,stop_init,tp_price,risk,tp_r,managed_r,baseline_r,saved_r,managed_reason,bars_5m,duration_h,mfe_r,balance_before,risk_pct,dollar_risk,dollar_pnl,balance_after
S2,LINKUSDT,-1,2022-02-21T00:00:00+00:00,2022-02-21T01:05:00+00:00,2022,14.603,14.9497224,13.56283281,0.3467224,3.0,-1.012635,-1.012635,0.0,SL,14,1.08,0.2798,16071.82,2.7559,442.92,-448.52,15623.3
S2,SOLUSDT,-1,2022-02-21T00:00:00+00:00,2022-02-21T01:05:00+00:00,2022,90.63,93.37780488,82.38658535,2.74780488,3.0,-1.009895,-1.009895,0.0,SL,14,1.08,0.0801,16071.82,2.7559,442.92,-447.31,15175.99
S2,BTCUSDT,-1,2022-02-21T11:00:00+00:00,2022-02-21T14:25:00+00:00,2022,38282.2,38848.86881765,36582.19354706,566.66881765,3.0,-1.020267,-1.020267,0.0,SL,42,3.42,1.9606,15175.99,2.7559,418.24,-426.71,16037.17
S3,BTCUSDT,-1,2022-02-21T11:00:00+00:00,2022-02-21T15:05:00+00:00,2022,38282.2,39031.36688176,35071.07670001,755.55842353,4.25,-1.006741,-1.006741,0.0,SL,50,4.08,1.4704,15175.99,3.3981,515.7,-519.17,15518.0
S2,SOLUSDT,-1,2022-02-21T12:00:00+00:00,2022-02-21T14:15:00+00:00,2022,89.08,92.03690216,80.20929353,2.95690216,3.0,-1.009038,-1.009038,0.0,SL,28,2.25,0.8252,15515.27,2.7559,427.59,-431.45,16463.88
S2,BTCUSDT,-1,2022-02-21T19:00:00+00:00,2022-02-23T08:25:00+00:00,2022,37721.1,38547.23395973,35242.69812082,826.13395973,3.0,-1.013698,-1.013698,0.0,SL,450,37.42,1.708,16854.67,2.7559,464.5,-470.86,16599.12
S2,BTCUSDT,-1,2022-02-21T22:00:00+00:00,2022-02-22T14:50:00+00:00,2022,37029.0,37978.14094735,34181.57715796,949.14094735,3.0,-1.011704,-1.011704,0.0,SL,203,16.83,0.7574,18076.94,2.7559,498.18,-504.01,17572.93
S2,ETHUSDT,-1,2022-02-21T22:00:00+00:00,2022-02-22T14:50:00+00:00,2022,2580.57,2661.57991768,2337.54024697,81.00991768,3.0,-1.009556,-1.009556,0.0,SL,203,16.83,1.0563,18076.94,2.7559,498.18,-502.94,17069.98
S5,DOGEUSDT,-1,2022-02-21T22:00:00+00:00,2022-02-23T11:45:00+00:00,2022,0.1305,0.13475416,0.1092292,0.00425416,5.0,-1.009203,-1.009203,0.0,SL,454,37.75,1.6478,18076.94,0.5216,94.29,-95.16,16409.1
S5,LINKUSDT,-1,2022-02-21T22:00:00+00:00,2022-02-23T08:25:00+00:00,2022,13.693,14.36466059,10.33469706,0.67166059,5.0,-1.006116,-1.006116,0.0,SL,414,34.42,1.0496,18076.94,0.5216,94.29,-94.87,16504.26
S5,XRPUSDT,-1,2022-02-21T22:00:00+00:00,2022-02-25T22:45:00+00:00,2022,0.7182,0.75045431,0.55692844,0.03225431,5.0,-1.00668,-1.00668,0.0,SL,1162,96.75,3.0198,18076.94,0.5216,94.29,-94.92,16228.11
S5,LINKUSDT,-1,2022-02-24T04:00:00+00:00,2022-02-24T19:35:00+00:00,2022,12.274,12.92282453,9.02987735,0.64882453,5.0,-1.005675,-1.005675,0.0,SL,188,15.58,1.3655,16409.1,0.5216,85.59,-86.08,16323.03
S1,DOGEUSDT,1,2022-02-24T15:00:00+00:00,2022-05-09T16:45:00+00:00,2022,0.11602,0.10953503,0.19383966,0.00648497,12.0,-1.005367,-1.005367,0.0,SL,21334,1777.75,9.7888,16409.1,0.4981,81.73,-82.17,16656.25
S2,ETHUSDT,-1,2022-02-27T20:00:00+00:00,2022-02-28T14:15:00+00:00,2022,2605.85,2682.18332745,2376.85001766,76.33332745,3.0,-1.010241,-1.010241,0.0,SL,220,18.25,0.6834,16228.11,2.7559,447.23,-451.81,15776.3
S2,LINKUSDT,-1,2022-02-27T20:00:00+00:00,2022-02-28T14:50:00+00:00,2022,13.667,14.12047335,12.30657994,0.45347335,3.0,-1.009042,-1.009042,0.0,SL,227,18.83,0.8093,16228.11,2.7559,447.23,-451.27,15325.02
S3,ETHUSDT,-1,2022-02-27T20:00:00+00:00,2022-02-28T14:55:00+00:00,2022,2605.85,2754.49333274,2173.2944778,101.77776993,4.25,-1.468151,-1.468151,0.0,SL,228,18.92,0.5126,16228.11,3.3981,551.45,-809.61,14515.41
S1,BTCUSDT,1,2022-02-28T16:00:00+00:00,2022-03-04T20:15:00+00:00,2022,40792.8,39470.27584392,56663.08987292,1322.52415608,12.0,-1.009253,-1.009253,0.0,SL,1204,100.25,3.4458,14515.41,0.4981,72.3,-72.97,15401.56
S4,DOGEUSDT,1,2022-03-02T15:00:00+00:00,2022-03-03T15:35:00+00:00,2022,0.13392,0.1296516,0.21715387,0.0042684,19.5,-1.009412,-1.009412,0.0,SL,296,24.58,0.2694,14515.41,1.6151,234.44,-236.64,14278.77
S2,ETHUSDT,-1,2022-03-02T16:00:00+00:00,2022-03-04T01:05:00+00:00,2022,2952.09,3033.98704947,2706.3988516,81.89704947,3.0,2.989186,2.989186,0.0,TP,398,33.08,3.2637,14515.41,2.7559,400.03,1195.76,15474.53
S5,DOGEUSDT,-1,2022-03-04T20:00:00+00:00,2022-03-23T16:50:00+00:00,2022,0.12333,0.12671581,0.10640093,0.00338581,5.0,-1.010928,-1.010928,0.0,SL,5435,452.83,4.0049,15474.53,0.5216,80.72,-81.6,8276.48
S5,XRPUSDT,-1,2022-03-04T20:00:00+00:00,2022-03-05T08:30:00+00:00,2022,0.7138,0.7337778,0.61391101,0.0199778,5.0,-1.010719,-1.010719,0.0,SL,151,12.5,1.0962,15474.53,0.5216,80.72,-81.58,15319.98
S2,ETHUSDT,-1,2022-03-07T00:00:00+00:00,2022-03-07T13:35:00+00:00,2022,2549.36,2592.62595263,2419.5621421,43.26595263,3.0,-1.017677,-1.017677,0.0,SL,164,13.58,1.5571,15319.98,2.7559,422.2,-429.67,14890.32
S2,LINKUSDT,-1,2022-03-07T00:00:00+00:00,2022-03-07T14:20:00+00:00,2022,13.315,13.60775173,12.43674482,0.29275173,3.0,-1.013645,-1.013645,0.0,SL,173,14.33,2.0427,15319.98,2.7559,422.2,-427.96,14462.35
S2,DOGEUSDT,-1,2022-03-07T15:00:00+00:00,2022-03-07T19:35:00+00:00,2022,0.12074,0.12261616,0.11511152,0.00187616,3.0,2.980694,2.980694,0.0,TP,56,4.58,3.23,14462.35,2.7559,398.57,1188.01,15650.36
S2,BTCUSDT,-1,2022-03-07T20:00:00+00:00,2022-03-07T21:15:00+00:00,2022,37290.0,38072.60779145,34942.17662564,782.60779145,3.0,-1.014295,-1.014295,0.0,SL,16,1.25,0.1993,15650.36,2.7559,431.31,-437.47,15212.89
S2,LINKUSDT,-1,2022-03-07T20:00:00+00:00,2022-03-08T01:10:00+00:00,2022,12.564,12.92257469,11.48827592,0.35857469,3.0,-1.010512,-1.010512,0.0,SL,63,5.17,0.4211,15650.36,2.7559,431.31,-435.84,13821.94
S2,SOLUSDT,-1,2022-03-07T20:00:00+00:00,2022-03-07T22:35:00+00:00,2022,80.26,82.51470484,73.49588548,2.25470484,3.0,-1.010679,-1.010679,0.0,SL,32,2.58,0.204,15650.36,2.7559,431.31,-435.91,14776.97
S2,XRPUSDT,-1,2022-03-07T20:00:00+00:00,2022-03-07T23:30:00+00:00,2022,0.7113,0.72857016,0.65948953,0.01727016,3.0,-1.012356,-1.012356,0.0,SL,43,3.5,0.5385,15650.36,2.7559,431.31,-436.64,14340.34
S5,DOGEUSDT,-1,2022-03-07T20:00:00+00:00,2022-03-08T00:40:00+00:00,2022,0.11521,0.11828178,0.09985108,0.00307178,5.0,-1.011252,-1.011252,0.0,SL,57,4.67,0.7064,15650.36,0.5216,81.63,-82.55,14257.78
S1,BTCUSDT,1,2022-03-09T04:00:00+00:00,2022-03-10T04:30:00+00:00,2022,41198.4,40024.47875794,55285.45490477,1173.92124206,12.0,-1.010528,-1.010528,0.0,SL,295,24.5,1.2344,13821.94,0.4981,68.85,-69.57,13682.95
S1,SOLUSDT,1,2022-03-09T04:00:00+00:00,2022-03-10T04:15:00+00:00,2022,88.09,84.9095021,126.25597486,3.1804979,12.0,-1.008309,-1.008309,0.0,SL,292,24.25,0.5754,13821.94,0.4981,68.85,-69.42,13752.52
S2,XRPUSDT,-1,2022-03-10T05:00:00+00:00,2022-03-11T20:20:00+00:00,2022,0.7398,0.75577759,0.69186722,0.01597759,3.0,-1.013891,-1.013891,0.0,SL,473,39.33,1.1892,13682.95,2.7559,377.09,-382.33,13300.62
S5,BTCUSDT,-1,2022-03-10T05:00:00+00:00,2022-03-16T02:05:00+00:00,2022,39526.4,40668.51622131,33815.81889346,1142.11622131,5.0,-1.010382,-1.010382,0.0,SL,1694,141.08,1.7743,13682.95,0.5216,71.37,-72.11,10621.11
S2,ETHUSDT,-1,2022-03-11T14:00:00+00:00,2022-03-16T02:05:00+00:00,2022,2618.01,2669.2371084,2464.32867479,51.2271084,3.0,-1.015332,-1.015332,0.0,SL,1298,108.08,2.494,13682.95,2.7559,377.09,-382.87,10238.24
S1,XRPUSDT,1,2022-03-11T22:00:00+00:00,2022-03-12T08:20:00+00:00,2022,0.8078,0.78204166,1.11690003,0.02575834,12.0,-1.009408,-1.009408,0.0,SL,125,10.33,1.5801,13300.62,0.4981,66.25,-66.87,13166.95
S1,XRPUSDT,1,2022-03-12T01:00:00+00:00,2022-03-12T07:10:00+00:00,2022,0.8215,0.79168555,1.17927346,0.02981445,12.0,-1.008266,-1.008266,0.0,SL,75,6.17,0.9056,13300.62,0.4981,66.25,-66.8,13233.83
S5,XRPUSDT,-1,2022-03-12T03:00:00+00:00,2022-03-22T03:15:00+00:00,2022,0.8247,0.85789716,0.65871421,0.03319716,5.0,-1.007453,-1.007453,0.0,SL,2884,240.25,2.5364,13300.62,0.5216,69.38,-69.89,8647.07
S5,DOGEUSDT,-1,2022-03-13T23:00:00+00:00,2022-03-14T04:10:00+00:00,2022,0.1105,0.11279693,0.09901537,0.00229693,5.0,-1.014432,-1.014432,0.0,SL,63,5.17,0.3178,13166.95,0.5216,68.68,-69.67,13097.28
S5,ETHUSDT,-1,2022-03-13T23:00:00+00:00,2022-03-14T04:10:00+00:00,2022,2502.92,2548.2235363,2276.4023185,45.3035363,5.0,-1.016574,-1.016574,0.0,SL,63,5.17,0.2797,13166.95,0.5216,68.68,-69.82,13027.47
S4,SOLUSDT,1,2022-03-14T15:00:00+00:00,2022-03-14T17:25:00+00:00,2022,81.36,79.4339181,118.91859701,1.9260819,19.5,-1.012672,-1.012672,0.0,SL,30,2.42,0.0415,13027.47,1.6151,210.41,-213.07,12814.39
S2,ETHUSDT,-1,2022-03-14T18:00:00+00:00,2022-03-14T22:45:00+00:00,2022,2535.74,2571.41337117,2428.71988649,35.67337117,3.0,-1.021325,-1.021325,0.0,SL,58,4.75,0.6352,12814.39,2.7559,353.15,-360.68,12094.69
S2,LINKUSDT,-1,2022-03-14T18:00:00+00:00,2022-03-14T22:20:00+00:00,2022,12.915,13.14824172,12.21527484,0.23324172,3.0,-1.016612,-1.016612,0.0,SL,53,4.33,0.7846,12814.39,2.7559,353.15,-359.02,12455.37
S2,SOLUSDT,-1,2022-03-14T18:00:00+00:00,2022-03-14T22:45:00+00:00,2022,79.19,80.65943748,74.78168756,1.46943748,3.0,-1.016167,-1.016167,0.0,SL,58,4.75,0.4696,12814.39,2.7559,353.15,-358.86,11735.83
S2,BTCUSDT,-1,2022-03-15T02:00:00+00:00,2022-03-15T18:55:00+00:00,2022,38814.2,39463.00188475,36867.79434575,648.80188475,3.0,-1.017947,-1.017947,0.0,SL,204,16.92,1.1412,11735.83,2.7559,323.43,-329.23,11077.22
S2,ETHUSDT,-1,2022-03-15T02:00:00+00:00,2022-03-15T15:40:00+00:00,2022,2543.0,2584.49410823,2418.5176753,41.49410823,3.0,-1.018386,-1.018386,0.0,SL,165,13.67,0.9278,11735.83,2.7559,323.43,-329.37,11406.46
S2,LINKUSDT,-1,2022-03-15T02:00:00+00:00,2022-03-15T19:05:00+00:00,2022,13.323,13.5962111,12.50336669,0.2732111,3.0,-1.014629,-1.014629,0.0,SL,206,17.08,1.6764,11735.83,2.7559,323.43,-328.16,10749.06
S1,SOLUSDT,1,2022-03-15T19:00:00+00:00,2022-03-15T23:10:00+00:00,2022,84.85,82.73430815,110.23830217,2.11569185,12.0,-1.012032,-1.012032,0.0,SL,51,4.17,0.5436,11077.22,0.4981,55.18,-55.84,10693.23
S2,BTCUSDT,-1,2022-03-16T04:00:00+00:00,2022-03-16T08:35:00+00:00,2022,39137.9,40139.99836569,36131.60490294,1002.09836569,3.0,-1.011717,-1.011717,0.0,SL,56,4.58,0.2372,10238.24,2.7559,282.16,-285.46,9952.78
S2,ETHUSDT,-1,2022-03-16T04:00:00+00:00,2022-03-16T08:35:00+00:00,2022,2619.83,2680.08556795,2439.06329615,60.25556795,3.0,-1.013044,-1.013044,0.0,SL,56,4.58,0.2461,10238.24,2.7559,282.16,-285.84,9666.95
S2,SOLUSDT,-1,2022-03-16T04:00:00+00:00,2022-03-16T11:40:00+00:00,2022,82.35,84.46375887,76.00872338,2.11375887,3.0,-1.011688,-1.011688,0.0,SL,93,7.67,0.4163,10238.24,2.7559,282.16,-285.45,9381.49
S1,LINKUSDT,1,2022-03-16T20:00:00+00:00,2022-04-11T13:30:00+00:00,2022,14.452,14.00153432,19.8575882,0.45046568,12.0,-1.009625,-1.009625,0.0,SL,7411,617.5,8.5955,9381.49,0.4981,46.73,-47.18,4493.64
S1,XRPUSDT,1,2022-03-19T06:00:00+00:00,2022-03-20T09:30:00+00:00,2022,0.8195,0.80573473,0.98468321,0.01376527,12.0,-1.01786,-1.01786,0.0,SL,331,27.5,0.5448,9381.49,0.4981,46.73,-47.56,9286.53
S1,DOGEUSDT,1,2022-03-19T15:00:00+00:00,2022-03-19T22:15:00+00:00,2022,0.12445,0.12182986,0.15589163,0.00262014,12.0,-1.014249,-1.014249,0.0,SL,88,7.25,0.2023,9381.49,0.4981,46.73,-47.4,9334.1
S1,ETHUSDT,1,2022-03-21T16:00:00+00:00,2022-03-21T19:15:00+00:00,2022,2954.13,2895.01398599,3663.52216817,59.11601401,12.0,-1.014992,-1.014992,0.0,SL,40,3.25,0.0993,9286.53,0.4981,46.26,-46.95,9239.58
S2,BTCUSDT,-1,2022-03-21T17:00:00+00:00,2022-03-21T21:50:00+00:00,2022,40768.5,41285.97294478,39216.08116567,517.47294478,3.0,-1.023635,-1.023635,0.0,SL,59,4.83,0.0742,9286.53,2.7559,255.93,-261.98,8977.61
S2,ETHUSDT,-1,2022-03-21T17:00:00+00:00,2022-03-22T02:25:00+00:00,2022,2905.3,2952.59222405,2763.42332786,47.29222405,3.0,-1.01843,-1.01843,0.0,SL,114,9.42,0.5088,9286.53,2.7559,255.93,-260.64,8716.96
S1,XRPUSDT,1,2022-03-21T20:00:00+00:00,2022-03-22T18:30:00+00:00,2022,0.8468,0.8279098,1.07348239,0.0188902,12.0,-1.013448,-1.013448,0.0,SL,271,22.5,0.9741,9239.58,0.4981,46.02,-46.64,8358.08
S2,LINKUSDT,-1,2022-03-22T07:00:00+00:00,2022-03-22T11:20:00+00:00,2022,15.501,15.77502092,14.67893725,0.27402092,3.0,-1.016971,-1.016971,0.0,SL,53,4.33,0.2445,8647.07,2.7559,238.3,-242.35,8404.72
S1,DOGEUSDT,1,2022-03-23T17:00:00+00:00,2022-03-23T17:45:00+00:00,2022,0.13041,0.1272072,0.16884359,0.0032028,12.0,-1.012215,-1.012215,0.0,SL,10,0.75,0.2467,8276.48,0.4981,41.23,-41.73,8234.75
S2,ETHUSDT,-1,2022-03-23T18:00:00+00:00,2022-03-23T22:30:00+00:00,2022,2963.51,3012.57544594,2816.31366218,49.06544594,3.0,-1.01812,-1.01812,0.0,SL,55,4.5,0.2631,8234.75,2.7559,226.94,-231.05,8003.7
S2,LINKUSDT,-1,2022-03-23T18:00:00+00:00,2022-03-24T00:10:00+00:00,2022,15.642,15.9375981,14.75520571,0.2955981,3.0,-1.015875,-1.015875,0.0,SL,75,6.17,0.4161,8234.75,2.7559,226.94,-230.54,7773.16
S2,DOGEUSDT,-1,2022-03-24T13:00:00+00:00,2022-03-27T03:35:00+00:00,2022,0.13492,0.13944592,0.12134223,0.00452592,3.0,-1.008943,-1.008943,0.0,SL,752,62.58,1.7278,7773.16,2.7559,214.22,-216.14,5782.65
S1,ETHUSDT,1,2022-03-24T15:00:00+00:00,2022-04-11T15:55:00+00:00,2022,3077.6,3011.58587734,3869.76947189,66.01412266,12.0,-1.013986,-1.013986,0.0,SL,5196,432.92,7.6105,7773.16,0.4981,38.72,-39.26,4433.23
S1,LINKUSDT,1,2022-03-24T15:00:00+00:00,2022-03-25T16:40:00+00:00,2022,16.19,15.76059258,21.3428891,0.42940742,12.0,-1.011311,-1.011311,0.0,SL,309,25.67,0.6148,7773.16,0.4981,38.72,-39.16,7734.0
S1,BTCUSDT,1,2022-03-24T16:00:00+00:00,2022-04-06T18:20:00+00:00,2022,43970.7,43180.73309141,53450.30290303,789.96690859,12.0,-1.016698,-1.016698,0.0,SL,3773,314.33,5.3538,7773.16,0.4981,38.72,-39.36,4260.09
S2,BTCUSDT,-1,2022-03-25T16:00:00+00:00,2022-03-27T02:05:00+00:00,2022,44320.2,44863.14829702,42691.35510895,542.94829702,3.0,-1.024489,-1.024489,0.0,SL,410,34.08,0.5897,7773.16,2.7559,214.22,-219.47,6226.72
S2,LINKUSDT,-1,2022-03-25T16:00:00+00:00,2022-03-27T16:50:00+00:00,2022,15.896,16.20618767,14.965437,0.31018767,3.0,-1.015374,-1.015374,0.0,SL,587,48.83,1.4411,7773.16,2.7559,214.22,-217.51,5403.74
S2,SOLUSDT,-1,2022-03-25T16:00:00+00:00,2022-03-26T16:15:00+00:00,2022,100.28,102.77627196,92.79118412,2.49627196,3.0,-1.012052,-1.012052,0.0,SL,292,24.25,1.2899,7773.16,2.7559,214.22,-216.8,7083.66
S2,ETHUSDT,-1,2022-03-25T17:00:00+00:00,2022-03-26T20:25:00+00:00,2022,3094.98,3142.64423454,2951.98729638,47.66423454,3.0,-1.01948,-1.01948,0.0,SL,330,27.42,0.4192,7734.0,2.7559,213.14,-217.29,6866.36
S2,LINKUSDT,-1,2022-03-25T17:00:00+00:00,2022-03-27T01:50:00+00:00,2022,15.657,15.98424569,14.67526293,0.32724569,3.0,-1.014353,-1.014353,0.0,SL,395,32.83,0.6356,7734.0,2.7559,213.14,-216.2,6446.19
S2,SOLUSDT,-1,2022-03-25T17:00:00+00:00,2022-03-26T05:45:00+00:00,2022,98.28,100.88403825,90.46788526,2.60403825,3.0,-1.011322,-1.011322,0.0,SL,154,12.75,0.4685,7734.0,2.7559,213.14,-215.55,7518.45
S3,ETHUSDT,-1,2022-03-25T17:00:00+00:00,2022-03-26T20:25:00+00:00,2022,3094.98,3143.37642345,2824.88267095,63.55231272,4.25,-0.776131,-0.776131,0.0,SL,330,27.42,0.3144,7734.0,3.3981,262.81,-203.97,6662.39
S3,LINKUSDT,-1,2022-03-25T17:00:00+00:00,2022-03-27T02:05:00+00:00,2022,15.657,16.03072457,13.80260776,0.43632759,4.25,-0.867288,-0.867288,0.0,SL,398,33.08,0.4767,7734.0,3.3981,262.81,-227.93,5998.79
S3,SOLUSDT,-1,2022-03-25T17:00:00+00:00,2022-03-26T05:50:00+00:00,2022,98.28,101.13040382,83.52378326,3.472051,4.25,-0.829449,-0.829449,0.0,SL,155,12.83,0.3514,7734.0,3.3981,262.81,-217.99,7300.46
S5,DOGEUSDT,-1,2022-03-27T10:00:00+00:00,2022-03-27T21:30:00+00:00,2022,0.14006,0.14423574,0.11918132,0.00417574,5.0,-1.010062,-1.010062,0.0,SL,139,11.5,0.9507,5782.65,0.5216,30.16,-30.47,5373.28
S2,DOGEUSDT,-1,2022-03-27T13:00:00+00:00,2022-03-27T15:30:00+00:00,2022,0.13655,0.13976265,0.12691204,0.00321265,3.0,-1.012751,-1.012751,0.0,SL,31,2.5,0.1432,5782.65,2.7559,159.36,-161.4,5621.26
S1,LINKUSDT,1,2022-03-27T21:00:00+00:00,2022-04-01T02:50:00+00:00,2022,16.582,16.23148542,20.78817494,0.35051458,12.0,-1.014192,-1.014192,0.0,SL,1223,101.83,4.211,5403.74,0.4981,26.92,-27.3,5302.26
S1,ETHUSDT,1,2022-03-28T00:00:00+00:00,2022-04-01T02:15:00+00:00,2022,3295.01,3240.22473941,3952.43312709,54.78526059,12.0,-1.018043,-1.018043,0.0,SL,1180,98.25,3.3766,5373.28,0.4981,26.76,-27.25,5329.56
S5,SOLUSDT,-1,2022-03-28T07:00:00+00:00,2022-03-28T14:45:00+00:00,2022,108.71,112.0687725,91.91613749,3.3587725,5.0,-1.00971,-1.00971,0.0,SL,94,7.75,0.3364,5373.28,0.5216,28.03,-28.3,5344.98
S1,BTCUSDT,1,2022-03-28T14:00:00+00:00,2022-03-28T23:50:00+00:00,2022,47698.9,46963.56973472,56522.86318333,735.33026528,12.0,-1.01946,-1.01946,0.0,SL,119,9.83,0.6815,5373.28,0.4981,26.76,-27.29,5114.33
S2,SOLUSDT,-1,2022-03-28T16:00:00+00:00,2022-03-28T18:45:00+00:00,2022,109.83,112.74642289,101.08073132,2.91642289,3.0,-1.011298,-1.011298,0.0,SL,34,2.75,0.3669,5344.98,2.7559,147.3,-148.97,5196.01
S5,ETHUSDT,-1,2022-03-28T16:00:00+00:00,2022-03-28T18:45:00+00:00,2022,3356.41,3416.67042644,3055.1078678,60.26042644,5.0,-1.01671,-1.01671,0.0,SL,34,2.75,0.3885,5344.98,0.5216,27.88,-28.35,5167.67
S1,XRPUSDT,1,2022-03-28T19:00:00+00:00,2022-03-28T21:30:00+00:00,2022,0.9096,0.88745307,1.17536318,0.02214693,12.0,-1.012321,-1.012321,0.0,SL,31,2.5,0.0045,5167.67,0.4981,25.74,-26.06,5141.61
S2,SOLUSDT,-1,2022-03-29T00:00:00+00:00,2022-03-29T01:40:00+00:00,2022,105.73,109.14909237,95.4727229,3.41909237,3.0,-1.009277,-1.009277,0.0,SL,21,1.67,0.0877,5114.33,2.7559,140.95,-142.25,4972.07
S2,ETHUSDT,-1,2022-03-29T16:00:00+00:00,2022-04-01T01:50:00+00:00,2022,3401.22,3453.23901543,3245.16295371,52.01901543,3.0,2.980385,2.980385,0.0,TP,695,57.83,3.08,4972.07,2.7559,137.03,408.39,5356.81
S2,LINKUSDT,-1,2022-03-29T16:00:00+00:00,2022-03-30T03:30:00+00:00,2022,16.993,17.3571261,15.9006217,0.3641261,3.0,-1.014,-1.014,0.0,SL,139,11.5,1.31,4972.07,2.7559,137.03,-138.94,4808.18
S2,SOLUSDT,-1,2022-03-29T16:00:00+00:00,2022-03-30T12:55:00+00:00,2022,111.61,114.85781285,101.86656146,3.24781285,3.0,-1.010309,-1.010309,0.0,SL,252,20.92,1.404,4972.07,2.7559,137.03,-138.44,4669.74
S2,XRPUSDT,-1,2022-03-29T16:00:00+00:00,2022-03-31T14:00:00+00:00,2022,0.8593,0.87559049,0.81042852,0.01629049,3.0,2.984175,2.984175,0.0,TP,553,46.0,5.2976,4972.07,2.7559,137.03,408.91,4948.42
S1,SOLUSDT,1,2022-03-29T20:00:00+00:00,2022-03-29T22:30:00+00:00,2022,113.91,109.33684653,168.78784162,4.57315347,12.0,-1.007473,-1.007473,0.0,SL,31,2.5,0.0131,4972.07,0.4981,24.77,-24.95,4947.12
S2,LINKUSDT,-1,2022-03-30T19:00:00+00:00,2022-03-31T08:10:00+00:00,2022,17.236,17.67031628,15.93305115,0.43431628,3.0,-1.011906,-1.011906,0.0,SL,159,13.17,0.4766,4669.74,2.7559,128.69,-130.23,4539.51
S2,SOLUSDT,-1,2022-03-31T16:00:00+00:00,2022-04-03T00:00:00+00:00,2022,125.34,129.64517889,112.42446334,4.30517889,3.0,-1.008734,-1.008734,0.0,SL,97,56.0,0.8316,4948.42,2.7559,136.37,-137.56,4962.65
S5,BTCUSDT,-1,2022-03-31T17:00:00+00:00,2022-04-01T15:05:00+00:00,2022,45695.4,46454.59909097,41899.40454517,759.19909097,5.0,-1.018057,-1.018057,0.0,SL,266,22.08,1.9615,4948.42,0.5216,25.81,-26.28,5247.56
S5,XRPUSDT,-1,2022-03-31T17:00:00+00:00,2022-04-03T04:00:00+00:00,2022,0.8011,0.82905486,0.66132568,0.02795486,5.0,-1.008597,-1.008597,0.0,SL,133,59.0,0.0393,4948.42,0.5216,25.81,-26.03,4936.62
S1,XRPUSDT,1,2022-03-31T18:00:00+00:00,2022-04-06T00:20:00+00:00,2022,0.8114,0.78367048,1.1441542,0.02772952,12.0,-1.008778,-1.008778,0.0,SL,941,126.33,1.4569,4948.42,0.4981,24.65,-24.86,4321.48
S5,BTCUSDT,-1,2022-04-01T02:00:00+00:00,2022-04-01T14:10:00+00:00,2022,44926.1,45696.49882405,41074.10587973,770.39882405,5.0,-1.017495,-1.017495,0.0,SL,147,12.17,0.9345,5356.81,0.5216,27.94,-28.43,5273.83
S2,ETHUSDT,-1,2022-04-01T17:00:00+00:00,2022-04-01T17:35:00+00:00,2022,3408.71,3463.03529689,3245.73410932,54.32529689,3.0,-1.018824,-1.018824,0.0,SL,8,0.58,0.0849,5247.56,2.7559,144.62,-147.34,5100.22
S1,ETHUSDT,1,2022-04-01T18:00:00+00:00,2022-04-05T23:55:00+00:00,2022,3468.86,3391.47153718,4397.52155384,77.38846282,12.0,-1.013447,-1.013447,0.0,SL,1224,101.92,1.4361,5100.22,0.4981,25.4,-25.75,4346.35
S2,DOGEUSDT,-1,2022-04-03T16:00:00+00:00,2022-04-03T22:25:00+00:00,2022,0.14554,0.14880806,0.13573581,0.00326806,3.0,-1.01336,-1.01336,0.0,SL,78,6.42,0.5385,4936.62,2.7559,136.05,-137.87,4798.75
S2,BTCUSDT,-1,2022-04-04T01:00:00+00:00,2022-04-04T21:00:00+00:00,2022,45847.0,46451.83920951,44032.48237146,604.83920951,3.0,-1.02274,-1.02274,0.0,SL,241,20.0,1.245,4798.75,2.7559,132.25,-135.26,4663.5
S3,BTCUSDT,-1,2022-04-04T01:00:00+00:00,2022-04-04T21:10:00+00:00,2022,45847.0,46506.08392095,42419.57781276,806.45227935,4.25,-0.834318,-0.834318,0.0,SL,243,20.17,0.9337,4798.75,3.3981,163.07,-136.05,4527.45
S2,DOGEUSDT,-1,2022-04-04T16:00:00+00:00,2022-04-04T22:20:00+00:00,2022,0.14391,0.14911039,0.12830883,0.00520039,3.0,-1.008302,-1.008302,0.0,SL,77,6.33,0.5307,4798.75,2.7559,132.25,-133.35,4394.1
S1,DOGEUSDT,1,2022-04-05T15:00:00+00:00,2022-04-06T09:50:00+00:00,2022,0.16262,0.15475311,0.25702268,0.00786689,12.0,-1.006201,-1.006201,0.0,SL,227,18.83,2.1457,4394.1,0.4981,21.89,-22.02,4299.46
S1,DOGEUSDT,1,2022-04-05T17:00:00+00:00,2022-04-05T19:10:00+00:00,2022,0.17203,0.16290528,0.28152659,0.00912472,12.0,-1.005656,-1.005656,0.0,SL,27,2.17,0.8187,4394.1,0.4981,21.89,-22.01,4372.09
S5,BTCUSDT,-1,2022-04-06T14:00:00+00:00,2022-04-11T17:15:00+00:00,2022,44157.0,44933.17993962,40276.10030189,776.17993962,5.0,4.982933,4.982933,0.0,TP,1480,123.25,5.0852,4299.46,0.5216,22.43,111.75,4544.98
