stream,sym,side,entry_ts_utc,exit_ts_utc,year,entry_price,stop_init,tp_price,risk,tp_r,managed_r,baseline_r,saved_r,managed_reason,bars_5m,duration_h,mfe_r,balance_before,risk_pct,dollar_risk,dollar_pnl,balance_after
S2,SOLUSDT,-1,2024-08-19T00:00:00+00:00,2024-08-19T17:20:00+00:00,2024,142.348,144.65183753,135.4364874,2.30383753,3.0,-1.018536,-1.018536,0.0,SL,209,17.33,0.9098,3274094.76,2.7559,90230.78,-91903.3,2893478.75
S2,XRPUSDT,-1,2024-08-19T00:00:00+00:00,2024-08-19T06:40:00+00:00,2024,0.5629,0.56871048,0.54546855,0.00581048,3.0,-1.029063,-1.029063,0.0,SL,81,6.67,0.413,3274094.76,2.7559,90230.78,-92853.15,3088635.15
S4,XRPUSDT,1,2024-08-19T02:00:00+00:00,2024-08-27T21:35:00+00:00,2024,0.5666,0.55849033,0.72473856,0.00810967,19.5,0.97904,-1.02096,2.0,BE,2540,211.58,7.9535,3274094.76,1.6151,52879.9,51771.54,2242532.45
S2,LINKUSDT,-1,2024-08-19T10:00:00+00:00,2024-08-19T17:30:00+00:00,2024,10.013,10.15328787,9.59213639,0.14028787,3.0,-1.021412,-1.021412,0.0,SL,91,7.5,0.5631,3088635.15,2.7559,85119.7,-86942.28,2713463.78
S2,SOLUSDT,-1,2024-08-19T10:00:00+00:00,2024-08-19T12:40:00+00:00,2024,140.883,143.08431614,134.27905157,2.20131614,3.0,-1.0192,-1.0192,0.0,SL,33,2.67,0.2866,3088635.15,2.7559,85119.7,-86753.99,3001881.15
S5,BTCUSDT,-1,2024-08-19T10:00:00+00:00,2024-08-19T13:15:00+00:00,2024,57977.3,58698.03569656,54373.62151721,720.73569656,5.0,-1.024133,-1.024133,0.0,SL,40,3.25,0.3154,3088635.15,0.5216,16110.32,-16499.11,2985382.04
S4,LINKUSDT,1,2024-08-19T15:00:00+00:00,2024-09-01T22:55:00+00:00,2024,10.037,9.83865156,13.90479449,0.19834844,19.5,0.984819,-1.015181,2.0,BE,3840,319.92,13.3502,2985382.04,1.6151,48216.91,47484.92,2264232.02
S2,BTCUSDT,-1,2024-08-20T15:00:00+00:00,2024-08-21T14:10:00+00:00,2024,59438.8,60138.23650844,57340.49047467,699.43650844,3.0,-1.025494,-1.025494,0.0,SL,279,23.17,1.3407,2498162.83,2.7559,68846.87,-70602.05,2149533.13
S2,DOGEUSDT,-1,2024-08-20T15:00:00+00:00,2024-08-20T18:40:00+00:00,2024,0.10212,0.10409765,0.09618705,0.00197765,3.0,-1.015491,-1.015491,0.0,SL,45,3.67,0.541,2498162.83,2.7559,68846.87,-69913.38,2428249.45
S2,ETHUSDT,-1,2024-08-20T15:00:00+00:00,2024-08-21T17:20:00+00:00,2024,2584.05,2618.34819989,2481.15540033,34.29819989,3.0,-1.022602,-1.022602,0.0,SL,317,26.33,1.4735,2498162.83,2.7559,68846.87,-70402.95,2079130.18
S2,LINKUSDT,-1,2024-08-20T15:00:00+00:00,2024-08-21T00:25:00+00:00,2024,10.162,10.31693251,9.69720246,0.15493251,3.0,-1.019677,-1.019677,0.0,SL,114,9.42,0.852,2498162.83,2.7559,68846.87,-70201.57,2220135.18
S2,XRPUSDT,-1,2024-08-20T15:00:00+00:00,2024-08-21T18:55:00+00:00,2024,0.5934,0.60295209,0.56474373,0.00955209,3.0,-1.018637,-1.018637,0.0,SL,336,27.92,0.9317,2498162.83,2.7559,68846.87,-70129.97,2009000.22
S3,XRPUSDT,-1,2024-08-20T15:00:00+00:00,2024-08-21T18:55:00+00:00,2024,0.5934,0.60345521,0.53927148,0.01273612,4.25,-0.803481,-0.803481,0.0,SL,336,27.92,0.6988,2498162.83,3.3981,84890.07,-68207.56,1940792.66
S2,BTCUSDT,-1,2024-08-20T16:00:00+00:00,2024-08-20T19:45:00+00:00,2024,58783.7,59519.80175784,56575.39472648,736.10175784,3.0,-1.023957,-1.023957,0.0,SL,46,3.75,0.3839,2498162.83,2.7559,68846.87,-70496.23,2357753.22
S3,BTCUSDT,-1,2024-08-20T16:00:00+00:00,2024-08-20T19:45:00+00:00,2024,58783.7,59545.51017578,54612.45670558,981.46901045,4.25,-0.794162,-0.794162,0.0,SL,46,3.75,0.2879,2498162.83,3.3981,84890.07,-67416.47,2290336.75
S1,LINKUSDT,1,2024-08-21T18:00:00+00:00,2024-09-01T22:20:00+00:00,2024,10.691,10.45254891,13.55241304,0.23845109,12.0,-1.013451,-1.013451,0.0,SL,3221,268.33,8.3623,2079130.18,0.4981,10356.15,-10495.45,2216747.1
S1,LINKUSDT,1,2024-08-21T19:00:00+00:00,2024-08-30T15:00:00+00:00,2024,10.904,10.64900971,13.96388353,0.25499029,12.0,-1.012829,-1.012829,0.0,SL,2545,212.0,6.9846,1940792.66,0.4981,9667.09,-9791.11,2075912.01
S1,BTCUSDT,1,2024-08-21T20:00:00+00:00,2024-08-22T02:45:00+00:00,2024,61538.1,60414.23945589,75024.42652933,1123.86054411,12.0,-1.016427,-1.016427,0.0,SL,82,6.75,0.2276,1940792.66,0.4981,9667.09,-9825.89,1930966.77
S1,LINKUSDT,1,2024-08-21T20:00:00+00:00,2024-08-29T19:00:00+00:00,2024,11.116,10.84436616,14.37560614,0.27163384,12.0,-1.012277,-1.012277,0.0,SL,2293,191.0,5.7762,1940792.66,0.4981,9667.09,-9785.77,2085703.11
S2,LINKUSDT,-1,2024-08-22T18:00:00+00:00,2024-08-23T00:55:00+00:00,2024,11.319,11.51431275,10.73306175,0.19531275,3.0,-1.017386,-1.017386,0.0,SL,84,6.92,0.041,1930966.77,2.7559,53215.51,-54140.72,1876826.05
S1,BTCUSDT,1,2024-08-23T18:00:00+00:00,2024-08-27T14:10:00+00:00,2024,62966.0,61868.77528621,76132.69656553,1097.22471379,12.0,-1.017216,-1.017216,0.0,SL,1107,92.17,2.0136,1753728.88,0.4981,8735.32,-8885.71,2065267.09
S1,DOGEUSDT,1,2024-08-23T18:00:00+00:00,2024-08-25T07:10:00+00:00,2024,0.1124,0.10907384,0.15231388,0.00332616,12.0,-1.010138,-1.010138,0.0,SL,447,37.17,0.9019,1753728.88,0.4981,8735.32,-8823.88,1619173.88
S1,ETHUSDT,1,2024-08-23T18:00:00+00:00,2024-08-26T18:05:00+00:00,2024,2725.99,2677.59202251,3306.76572983,48.39797749,12.0,-1.016897,-1.016897,0.0,SL,866,72.08,1.929,1753728.88,0.4981,8735.32,-8882.92,1799716.46
S1,LINKUSDT,1,2024-08-23T18:00:00+00:00,2024-08-27T11:00:00+00:00,2024,11.879,11.60545662,15.16152055,0.27354338,12.0,-1.013028,-1.013028,0.0,SL,1069,89.0,2.9465,1753728.88,0.4981,8735.32,-8849.13,2074152.81
S1,SOLUSDT,1,2024-08-23T18:00:00+00:00,2024-08-27T22:10:00+00:00,2024,148.14,145.26380163,182.65438047,2.87619837,12.0,-1.015452,-1.015452,0.0,SL,1203,100.17,4.9319,1753728.88,0.4981,8735.32,-8870.3,2287776.89
S2,DOGEUSDT,-1,2024-08-24T18:00:00+00:00,2024-08-26T12:30:00+00:00,2024,0.11333,0.11527781,0.10748656,0.00194781,3.0,2.982545,2.982545,0.0,TP,511,42.5,3.0906,1724993.49,2.7559,47539.1,141787.49,1666940.54
S2,ETHUSDT,-1,2024-08-24T18:00:00+00:00,2024-08-26T18:05:00+00:00,2024,2781.79,2814.66427297,2683.16718109,32.87427297,3.0,2.974614,2.974614,0.0,TP,578,48.08,3.2271,1724993.49,2.7559,47539.1,141410.46,1941126.92
S2,DOGEUSDT,-1,2024-08-24T22:00:00+00:00,2024-08-26T18:05:00+00:00,2024,0.11102,0.11315305,0.10462084,0.00213305,3.0,2.984386,2.984386,0.0,TP,530,44.08,3.0426,1724993.49,2.7559,47539.1,141875.01,2083001.93
S2,ETHUSDT,-1,2024-08-24T22:00:00+00:00,2024-08-25T00:05:00+00:00,2024,2737.63,2774.92724126,2625.73827622,37.29724126,3.0,-1.02202,-1.02202,0.0,SL,26,2.08,0.0654,1724993.49,2.7559,47539.1,-48585.91,1627997.76
S2,LINKUSDT,-1,2024-08-24T22:00:00+00:00,2024-08-26T06:35:00+00:00,2024,12.2,12.40364626,11.58906121,0.20364626,3.0,-1.017972,-1.017972,0.0,SL,392,32.58,1.3013,1724993.49,2.7559,47539.1,-48393.47,1525153.04
S2,SOLUSDT,-1,2024-08-24T22:00:00+00:00,2024-08-24T23:50:00+00:00,2024,157.48,160.05945422,149.74163735,2.57945422,3.0,-1.018316,-1.018316,0.0,SL,23,1.83,0.0264,1724993.49,2.7559,47539.1,-48409.82,1676583.67
S2,XRPUSDT,-1,2024-08-24T22:00:00+00:00,2024-08-26T17:45:00+00:00,2024,0.6076,0.61664102,0.58047695,0.00904102,3.0,2.979839,2.979839,0.0,TP,526,43.75,3.4067,1724993.49,2.7559,47539.1,141658.85,1808599.39
S2,LINKUSDT,-1,2024-08-25T01:00:00+00:00,2024-08-26T06:30:00+00:00,2024,12.148,12.3627596,11.5037212,0.2147596,3.0,-1.01697,-1.01697,0.0,SL,355,29.5,0.9918,1627997.76,2.7559,44865.99,-45627.37,1573546.51
S2,LINKUSDT,-1,2024-08-26T11:00:00+00:00,2024-08-27T14:10:00+00:00,2024,12.314,12.57224626,11.53926121,0.25824626,3.0,2.985695,2.985695,0.0,TP,327,27.17,3.2333,1525153.04,2.7559,42031.69,125493.81,2190760.91
S5,ETHUSDT,-1,2024-08-27T11:00:00+00:00,2024-08-27T21:45:00+00:00,2024,2636.66,2677.59326165,2431.99369175,40.93326165,5.0,4.980676,4.980676,0.0,TP,130,10.75,5.7816,2083001.93,0.5216,10864.94,54114.74,2296647.19
S5,ETHUSDT,-1,2024-08-27T17:00:00+00:00,2024-09-04T01:00:00+00:00,2024,2564.74,2611.30830258,2331.8984871,46.56830258,5.0,4.983478,4.983478,0.0,TP,2113,176.0,5.5804,2190760.91,0.5216,11427.01,56946.25,1847502.79
S2,BTCUSDT,-1,2024-08-28T14:00:00+00:00,2024-08-29T11:35:00+00:00,2024,59315.4,60173.52455144,56741.02634567,858.12455144,3.0,-1.020737,-1.020737,0.0,SL,260,21.58,1.7426,2287776.89,2.7559,63048.84,-64356.29,2159524.0
S2,DOGEUSDT,-1,2024-08-28T14:00:00+00:00,2024-08-29T14:05:00+00:00,2024,0.10007,0.10198912,0.09431264,0.00191912,3.0,-1.015643,-1.015643,0.0,SL,290,24.08,1.7247,2287776.89,2.7559,63048.84,-64035.12,2095488.88
S2,LINKUSDT,-1,2024-08-28T14:00:00+00:00,2024-08-30T15:35:00+00:00,2024,11.356,11.629134,10.53659801,0.273134,3.0,2.987527,2.987527,0.0,TP,596,49.58,3.0425,2287776.89,2.7559,63048.84,188360.12,2264272.13
S2,DOGEUSDT,-1,2024-08-28T18:00:00+00:00,2024-08-28T18:50:00+00:00,2024,0.09851,0.10070783,0.09191651,0.00219783,3.0,-1.013446,-1.013446,0.0,SL,11,0.83,0.1319,2287776.89,2.7559,63048.84,-63896.6,2223880.29
S4,ETHUSDT,1,2024-08-30T19:00:00+00:00,2024-09-01T05:25:00+00:00,2024,2534.82,2474.27419761,3715.46314668,60.54580239,19.5,-1.01256,-1.01256,0.0,SL,414,34.42,0.0,2264272.13,1.6151,36570.26,-37029.58,2227242.55
S2,BTCUSDT,-1,2024-09-01T23:00:00+00:00,2024-09-02T05:50:00+00:00,2024,57273.0,57959.07094654,55214.78716039,686.07094654,3.0,-1.025044,-1.025044,0.0,SL,83,6.83,0.2624,2264232.02,2.7559,62399.97,-63962.72,2136697.47
S2,ETHUSDT,-1,2024-09-01T23:00:00+00:00,2024-09-02T00:30:00+00:00,2024,2405.09,2443.51074812,2289.82775565,38.42074812,3.0,-1.01878,-1.01878,0.0,SL,19,1.5,0.2046,2264232.02,2.7559,62399.97,-63571.84,2200660.18
S2,XRPUSDT,-1,2024-09-01T23:00:00+00:00,2024-09-02T08:30:00+00:00,2024,0.5449,0.55150349,0.52508954,0.00660349,3.0,-1.024755,-1.024755,0.0,SL,115,9.5,0.3786,2264232.02,2.7559,62399.97,-63944.68,2072752.78
S3,ETHUSDT,-1,2024-09-01T23:00:00+00:00,2024-09-02T09:45:00+00:00,2024,2405.09,2489.84207481,2187.37242735,51.22766415,4.25,-1.668505,-1.668505,0.0,SL,130,10.75,0.1534,2264232.02,3.3981,76940.87,-128376.22,1932433.61
S3,XRPUSDT,-1,2024-09-01T23:00:00+00:00,2024-09-02T15:10:00+00:00,2024,0.5449,0.55856035,0.50748025,0.00880465,4.25,-1.570059,-1.570059,0.0,SL,195,16.17,0.2839,2264232.02,3.3981,76940.87,-120801.7,1799685.79
S5,DOGEUSDT,-1,2024-09-01T23:00:00+00:00,2024-09-02T09:50:00+00:00,2024,0.09434,0.09679982,0.08204092,0.00245982,5.0,-1.011506,-1.011506,0.0,SL,131,10.83,0.126,2264232.02,0.5216,11810.23,-11946.12,1920487.49
S5,LINKUSDT,-1,2024-09-01T23:00:00+00:00,2024-09-02T08:30:00+00:00,2024,10.26,10.53391585,8.89042073,0.27391585,5.0,-1.011237,-1.011237,0.0,SL,115,9.5,0.0694,2264232.02,0.5216,11810.23,-11942.95,2060809.84
S1,XRPUSDT,1,2024-09-02T20:00:00+00:00,2024-09-03T14:10:00+00:00,2024,0.5676,0.55834947,0.67860641,0.00925053,12.0,-1.018408,-1.018408,0.0,SL,219,18.17,0.5081,1799685.79,0.4981,8964.23,-9129.25,1790556.54
S2,BTCUSDT,-1,2024-09-04T18:00:00+00:00,2024-09-06T07:20:00+00:00,2024,57856.1,58610.85365559,55591.83903322,754.75365559,3.0,2.977003,2.977003,0.0,TP,449,37.33,3.4423,1847502.79,2.7559,50915.33,151575.09,1999077.88
S2,DOGEUSDT,-1,2024-09-04T18:00:00+00:00,2024-09-06T15:15:00+00:00,2024,0.09826,0.10007164,0.09282509,0.00181164,3.0,2.983729,2.983729,0.0,TP,544,45.25,3.0249,1847502.79,2.7559,50915.33,151917.54,2067277.8
S2,SOLUSDT,-1,2024-09-05T16:00:00+00:00,2024-09-06T12:30:00+00:00,2024,130.518,133.22496576,122.39710273,2.70696576,3.0,-1.014465,-1.014465,0.0,SL,247,20.5,1.1555,1847502.79,2.7559,50915.33,-51651.82,1947426.06
S4,XRPUSDT,1,2024-09-06T13:00:00+00:00,2024-09-06T14:00:00+00:00,2024,0.5441,0.53572344,0.70744285,0.00837656,19.5,-1.019487,-1.019487,0.0,SL,13,1.0,0.0478,1947426.06,1.6151,31452.88,-32065.8,1915360.26
S2,BTCUSDT,-1,2024-09-06T14:00:00+00:00,2024-09-06T18:35:00+00:00,2024,55873.7,56694.04735554,53412.65793339,820.34735554,3.0,2.979567,2.979567,0.0,TP,56,4.58,3.0727,1947426.06,2.7559,53669.11,159910.72,2546928.55
S2,DOGEUSDT,-1,2024-09-06T14:00:00+00:00,2024-09-06T19:40:00+00:00,2024,0.09538,0.097064,0.09032799,0.001684,3.0,2.983008,2.983008,0.0,TP,69,5.67,3.0107,1947426.06,2.7559,53669.11,160095.4,2707023.95
S2,ETHUSDT,-1,2024-09-06T14:00:00+00:00,2024-09-06T17:35:00+00:00,2024,2362.09,2400.51690555,2246.80928336,38.42690555,3.0,2.981559,2.981559,0.0,TP,44,3.58,3.6383,1947426.06,2.7559,53669.11,160017.63,2387017.83
S2,LINKUSDT,-1,2024-09-06T14:00:00+00:00,2024-09-06T20:50:00+00:00,2024,9.85,10.0207099,9.33787029,0.1707099,3.0,2.98269,2.98269,0.0,TP,83,6.83,3.1398,1947426.06,2.7559,53669.11,160078.33,3027337.87
S2,SOLUSDT,-1,2024-09-06T14:00:00+00:00,2024-09-06T20:45:00+00:00,2024,130.758,133.48582441,122.57452676,2.72782441,3.0,2.98562,2.98562,0.0,TP,82,6.75,3.0086,1947426.06,2.7559,53669.11,160235.58,2867259.53
S2,XRPUSDT,-1,2024-09-06T14:00:00+00:00,2024-09-06T16:45:00+00:00,2024,0.5374,0.54413367,0.51719898,0.00673367,3.0,2.976058,2.976058,0.0,TP,34,2.75,3.2226,1947426.06,2.7559,53669.11,159722.4,2227000.2
S2,SOLUSDT,-1,2024-09-06T19:00:00+00:00,2024-09-07T07:20:00+00:00,2024,124.778,127.90064188,115.41007436,3.12264188,3.0,-1.011988,-1.011988,0.0,SL,149,12.33,1.3767,2546928.55,2.7559,70190.8,-71032.25,2813284.46
S5,BTCUSDT,-1,2024-09-06T19:00:00+00:00,2024-09-07T14:05:00+00:00,2024,53333.1,54662.28024045,46687.19879776,1329.18024045,5.0,-1.012037,-1.012037,0.0,SL,230,19.08,0.6187,2546928.55,0.5216,13284.78,-13444.69,2786418.34
S5,DOGEUSDT,-1,2024-09-06T19:00:00+00:00,2024-09-07T07:25:00+00:00,2024,0.09113,0.09378783,0.07784087,0.00265783,5.0,-1.010286,-1.010286,0.0,SL,150,12.42,0.8541,2546928.55,0.5216,13284.78,-13421.43,2799863.03
S5,ETHUSDT,-1,2024-09-06T19:00:00+00:00,2024-09-07T06:50:00+00:00,2024,2209.01,2276.67401612,1870.68991938,67.66401612,5.0,-1.009794,-1.009794,0.0,SL,143,11.83,0.8721,2546928.55,0.5216,13284.78,-13414.89,2884316.71
S5,LINKUSDT,-1,2024-09-06T19:00:00+00:00,2024-09-07T05:05:00+00:00,2024,9.487,9.74850919,8.17945405,0.26150919,5.0,-1.010883,-1.010883,0.0,SL,122,10.08,0.8069,2546928.55,0.5216,13284.78,-13429.36,2897731.6
S2,SOLUSDT,-1,2024-09-06T21:00:00+00:00,2024-09-06T21:55:00+00:00,2024,121.225,124.70737744,110.77786769,3.48237744,3.0,-1.010443,-1.010443,0.0,SL,12,0.92,0.2142,3027337.87,2.7559,83430.4,-84301.67,2943036.2
S5,DOGEUSDT,-1,2024-09-06T21:00:00+00:00,2024-09-06T23:20:00+00:00,2024,0.08941,0.09218302,0.07554488,0.00277302,5.0,-1.009673,-1.009673,0.0,SL,29,2.33,0.1983,3027337.87,0.5216,15790.59,-15943.34,2927092.86
S5,ETHUSDT,-1,2024-09-06T21:00:00+00:00,2024-09-07T04:10:00+00:00,2024,2169.57,2242.29744247,1805.93278763,72.72744247,5.0,-1.008949,-1.008949,0.0,SL,87,7.17,0.2691,3027337.87,0.5216,15790.59,-15931.9,2911160.96
S1,LINKUSDT,1,2024-09-06T22:00:00+00:00,2024-11-08T12:05:00+00:00,2024,9.543,9.24672096,13.09834851,0.29627904,12.0,11.990337,11.990337,0.0,TP,18026,1502.08,12.0596,2943036.2,0.4981,14659.26,175769.51,978507.77
S1,LINKUSDT,1,2024-09-09T09:00:00+00:00,2024-09-09T10:55:00+00:00,2024,10.759,10.5397259,13.39028918,0.2192741,12.0,-1.01472,-1.01472,0.0,SL,24,1.92,0.2782,2786418.34,0.4981,13879.15,-14083.45,2772334.89
S2,LINKUSDT,-1,2024-09-09T11:00:00+00:00,2024-09-09T21:15:00+00:00,2024,10.542,10.72428567,9.99514298,0.18228567,3.0,-1.01735,-1.01735,0.0,SL,124,10.25,1.3989,2772334.89,2.7559,76402.78,-77728.37,2460721.05
S2,BTCUSDT,-1,2024-09-09T15:00:00+00:00,2024-09-09T16:00:00+00:00,2024,54806.0,55442.33315659,52897.00053023,636.33315659,3.0,-1.025838,-1.025838,0.0,SL,13,1.0,0.0093,2772334.89,2.7559,76402.78,-78376.87,2693958.02
S2,LINKUSDT,-1,2024-09-09T15:00:00+00:00,2024-09-09T16:10:00+00:00,2024,10.315,10.49598563,9.7720431,0.18098563,3.0,-1.017098,-1.017098,0.0,SL,15,1.17,0.0442,2772334.89,2.7559,76402.78,-77709.11,2616248.91
S2,SOLUSDT,-1,2024-09-09T15:00:00+00:00,2024-09-09T16:10:00+00:00,2024,127.086,129.171514,120.829458,2.085514,3.0,-1.018281,-1.018281,0.0,SL,15,1.17,0.035,2772334.89,2.7559,76402.78,-77799.5,2538449.41
S1,BTCUSDT,1,2024-09-09T17:00:00+00:00,2024-10-16T11:30:00+00:00,2024,56391.2,55405.82616691,68215.68599702,985.37383309,12.0,11.982832,11.982832,0.0,TP,10591,882.5,12.0856,2538449.41,0.4981,12644.02,151511.13,1441305.32
S2,BTCUSDT,-1,2024-09-11T02:00:00+00:00,2024-09-11T16:55:00+00:00,2024,56698.7,57424.00196434,54522.79410699,725.30196434,3.0,-1.023452,-1.023452,0.0,SL,180,14.92,1.6317,2460721.05,2.7559,67815.01,-69405.41,2170182.15
S2,XRPUSDT,-1,2024-09-11T02:00:00+00:00,2024-09-11T19:15:00+00:00,2024,0.5328,0.53801751,0.51714748,0.00521751,3.0,-1.030635,-1.030635,0.0,SL,208,17.25,1.9358,2460721.05,2.7559,67815.01,-69892.52,2087292.09
S2,BTCUSDT,-1,2024-09-11T14:00:00+00:00,2024-09-11T15:35:00+00:00,2024,55706.4,56488.55390831,53359.93827506,782.15390831,3.0,-1.021367,-1.021367,0.0,SL,20,1.58,0.2445,2460721.05,2.7559,67815.01,-69264.01,2391457.03
S2,ETHUSDT,-1,2024-09-11T14:00:00+00:00,2024-09-11T15:35:00+00:00,2024,2286.35,2322.78685685,2177.03942944,36.43685685,3.0,-1.018824,-1.018824,0.0,SL,20,1.58,0.2895,2460721.05,2.7559,67815.01,-69091.56,2322365.47
S2,XRPUSDT,-1,2024-09-11T14:00:00+00:00,2024-09-11T15:40:00+00:00,2024,0.5261,0.53157859,0.50966423,0.00547859,3.0,-1.028809,-1.028809,0.0,SL,21,1.67,0.6206,2460721.05,2.7559,67815.01,-69768.69,2252596.78
S5,LINKUSDT,-1,2024-09-11T14:00:00+00:00,2024-09-11T16:35:00+00:00,2024,10.224,10.45012374,9.0933813,0.22612374,5.0,-1.013564,-1.013564,0.0,SL,32,2.58,0.2875,2460721.05,0.5216,12835.12,-13009.22,2239587.56
S5,SOLUSDT,-1,2024-09-11T14:00:00+00:00,2024-09-11T17:00:00+00:00,2024,129.552,132.62336935,114.19515323,3.07136935,5.0,-1.012654,-1.012654,0.0,SL,37,3.0,0.4685,2460721.05,0.5216,12835.12,-12997.54,2157184.61
S2,XRPUSDT,-1,2024-09-12T15:00:00+00:00,2024-09-13T04:50:00+00:00,2024,0.5602,0.5716566,0.52583021,0.0114566,3.0,-1.014669,-1.014669,0.0,SL,167,13.83,0.5848,2087292.09,2.7559,57523.68,-58367.5,2028924.59
S2,DOGEUSDT,-1,2024-09-13T12:00:00+00:00,2024-09-13T14:20:00+00:00,2024,0.10441,0.10603151,0.09954547,0.00162151,3.0,-1.019317,-1.019317,0.0,SL,29,2.33,0.4687,2028924.59,2.7559,55915.13,-56995.25,1971929.35
S1,LINKUSDT,1,2024-09-13T17:00:00+00:00,2024-09-15T12:05:00+00:00,2024,11.376,11.12846948,14.34636618,0.24753052,12.0,-1.013787,-1.013787,0.0,SL,518,43.08,0.7151,1971929.35,0.4981,9822.18,-9957.6,1961971.75
S5,LINKUSDT,-1,2024-09-16T00:00:00+00:00,2024-09-19T00:00:00+00:00,2024,10.799,10.95352059,10.02639705,0.15452059,5.0,-1.020966,-1.020966,0.0,SL,865,72.0,3.3652,1961971.75,0.5216,10233.64,-10448.2,1611250.78
S5,BTCUSDT,-1,2024-09-16T01:00:00+00:00,2024-09-17T12:40:00+00:00,2024,58641.6,59288.61731237,55406.51343814,647.01731237,5.0,-1.02719,-1.02719,0.0,SL,429,35.67,1.8474,1961971.75,0.5216,10233.64,-10511.9,1830617.74
S2,SOLUSDT,-1,2024-09-16T15:00:00+00:00,2024-09-17T05:30:00+00:00,2024,130.343,132.06836051,125.16691847,1.72536051,3.0,-1.022664,-1.022664,0.0,SL,175,14.5,0.8711,1961971.75,2.7559,54069.98,-55295.42,1841129.64
S5,BTCUSDT,-1,2024-09-16T15:00:00+00:00,2024-09-16T23:45:00+00:00,2024,57589.4,58371.67195003,53678.04024985,782.27195003,5.0,-1.022085,-1.022085,0.0,SL,106,8.75,0.1829,1961971.75,0.5216,10233.64,-10459.65,1951512.09
S2,XRPUSDT,-1,2024-09-16T21:00:00+00:00,2024-09-17T05:00:00+00:00,2024,0.5807,0.58996152,0.55291545,0.00926152,3.0,-1.01881,-1.01881,0.0,SL,97,8.0,0.2807,1961971.75,2.7559,54069.98,-55087.04,1896425.06
S2,BTCUSDT,-1,2024-09-17T14:00:00+00:00,2024-09-17T14:10:00+00:00,2024,58937.1,59510.96455734,57215.50632797,573.86455734,3.0,-1.030811,-1.030811,0.0,SL,3,0.17,0.0566,1830617.74,2.7559,50449.99,-52004.41,1778613.33
S2,SOLUSDT,-1,2024-09-17T14:00:00+00:00,2024-09-17T14:10:00+00:00,2024,131.068,132.86873199,125.66580403,1.80073199,3.0,-1.021836,-1.021836,0.0,SL,3,0.17,0.0789,1830617.74,2.7559,50449.99,-51551.62,1727061.71
S1,BTCUSDT,1,2024-09-17T15:00:00+00:00,2024-09-18T13:55:00+00:00,2024,60247.5,59327.98673853,71281.65913768,919.51326147,12.0,-1.019656,-1.019656,0.0,SL,276,22.92,1.1936,1727061.71,0.4981,8602.49,-8771.59,1718290.12
S2,LINKUSDT,-1,2024-09-17T17:00:00+00:00,2024-09-19T00:00:00+00:00,2024,10.735,10.89957972,10.24126083,0.16457972,3.0,-1.019568,-1.019568,0.0,SL,373,31.0,2.7707,1727061.71,2.7559,47596.09,-48527.45,1562723.32
S2,SOLUSDT,-1,2024-09-17T17:00:00+00:00,2024-09-19T00:00:00+00:00,2024,132.303,134.65371381,125.25085858,2.35071381,3.0,-1.016885,-1.016885,0.0,SL,373,31.0,2.2729,1727061.71,2.7559,47596.09,-48399.75,1514323.57
S2,BTCUSDT,-1,2024-09-18T20:00:00+00:00,2024-09-18T23:10:00+00:00,2024,60024.6,60900.16857177,57397.89428469,875.56857177,3.0,-1.020566,-1.020566,0.0,SL,39,3.17,0.6791,1718290.12,2.7559,47354.36,-48328.25,1669961.88
S2,ETHUSDT,-1,2024-09-18T20:00:00+00:00,2024-09-18T23:10:00+00:00,2024,2313.78,2349.95934282,2205.24197153,36.17934282,3.0,-1.019186,-1.019186,0.0,SL,39,3.17,0.707,1718290.12,2.7559,47354.36,-48262.9,1621698.98
S4,ETHUSDT,1,2024-09-18T21:00:00+00:00,2024-10-02T19:05:00+00:00,2024,2325.0,2274.54081365,3308.95413392,50.45918635,19.5,0.986177,19.486177,-18.5,BE,4010,334.08,7.9799,1718290.12,1.6151,27752.1,27368.49,1974908.02
S4,LINKUSDT,1,2024-09-18T21:00:00+00:00,2024-09-22T21:55:00+00:00,2024,10.639,10.38781502,15.53710714,0.25118498,19.5,0.987293,-1.012707,2.0,BE,1164,96.92,4.3593,1718290.12,1.6151,27752.1,27399.46,1541723.03
S4,SOLUSDT,1,2024-09-18T21:00:00+00:00,2024-10-03T15:20:00+00:00,2024,130.721,127.36323026,196.19751,3.35776974,19.5,0.988321,19.488321,-18.5,BE,4253,354.33,9.2442,1718290.12,1.6151,27752.1,27427.99,2363384.86
S1,LINKUSDT,1,2024-09-19T01:00:00+00:00,2024-10-01T17:20:00+00:00,2024,11.106,10.83805065,14.32139221,0.26794935,12.0,-1.012434,-1.012434,0.0,SL,3653,304.33,6.9789,1514323.57,0.4981,7542.85,-7636.63,1722385.13
S1,ETHUSDT,1,2024-09-20T04:00:00+00:00,2024-10-01T17:15:00+00:00,2024,2519.9,2471.25191936,3103.6769677,48.64808064,12.0,-1.01554,-1.01554,0.0,SL,3328,277.25,4.2707,1514323.57,0.4981,7542.85,-7660.06,1622572.01
S2,SOLUSDT,-1,2024-09-20T14:00:00+00:00,2024-09-24T22:10:00+00:00,2024,147.199,150.12102245,138.43293264,2.92202245,3.0,-1.015113,-1.015113,0.0,SL,1251,104.17,2.1437,1514323.57,2.7559,41733.24,-42363.96,1568527.07
